lib	scope	class	typemark	name	dbkind	category
syslog	stdlib	Syslog::Facility	::	LOG_CONSOLE	defined	EXCESS(no-method)
syslog	stdlib	Syslog::Facility	::	LOG_NTP	defined	EXCESS(no-method)
syslog	stdlib	Syslog::Facility	::	LOG_SECURITY	defined	EXCESS(no-method)
win32/registry	stdlib	Win32::Registry	#	[]	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	[]=	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	_dump	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	close	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	create	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	created?	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	delete	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	delete_key	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	delete_value	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	descriptor_length	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	disposition	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	each	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	each_key	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	each_value	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	flush	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	hkey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	info	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	inspect	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	keyname	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	keys	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	max_key_length	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	max_value_length	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	max_value_name_length	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	name	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	num_keys	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	num_values	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	open	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	open?	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	opened?	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	parent	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	read	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	read_bin	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	read_i	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	read_s	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	read_s_expand	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	to_s	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	write	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	write_bin	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	write_i	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	write_s	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	#	wtime	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	.	create	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	.	expand_environ	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	.	new	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	.	open	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	.	time2wtime	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	.	type2name	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	.	wtime2time	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	::	HKEY_CLASSES_ROOT	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	::	HKEY_CURRENT_CONFIG	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	::	HKEY_CURRENT_USER	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	::	HKEY_DYN_DATA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	::	HKEY_LOCAL_MACHINE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	::	HKEY_PERFORMANCE_DATA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	::	HKEY_PERFORMANCE_NLSTEXT	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	::	HKEY_PERFORMANCE_TEXT	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry	::	HKEY_USERS	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	CloseKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	CreateKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	DeleteKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	DeleteValue	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	EnumKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	EnumValue	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	FlushKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	OpenKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	QueryInfoKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	QueryValue	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	SetValue	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	check	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	packdw	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	packqw	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	unpackdw	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	.#	unpackqw	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegCloseKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegCreateKeyExA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegDeleteKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegDeleteValue	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegEnumKeyExA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegEnumValueA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegFlushKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegOpenKeyExA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegQueryInfoKey	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegQueryValueExA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::API	::	RegSetValueExA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	HKEY_CLASSES_ROOT	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	HKEY_CURRENT_CONFIG	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	HKEY_CURRENT_USER	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	HKEY_DYN_DATA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	HKEY_LOCAL_MACHINE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	HKEY_PERFORMANCE_DATA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	HKEY_PERFORMANCE_NLSTEXT	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	HKEY_PERFORMANCE_TEXT	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	HKEY_USERS	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_ALL_ACCESS	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_CREATE_LINK	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_CREATE_SUB_KEY	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_ENUMERATE_SUB_KEYS	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_EXECUTE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_NOTIFY	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_QUERY_VALUE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_READ	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_SET_VALUE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	KEY_WRITE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	MAX_KEY_LENGTH	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	MAX_VALUE_LENGTH	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_BINARY	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_CREATED_NEW_KEY	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_DWORD	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_DWORD_BIG_ENDIAN	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_DWORD_LITTLE_ENDIAN	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_EXPAND_SZ	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_FORCE_RESTORE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_FULL_RESOURCE_DESCRIPTOR	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_LEGAL_OPTION	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_LINK	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_MULTI_SZ	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_NONE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_NO_LAZY_FLUSH	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_OPENED_EXISTING_KEY	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_OPTION_BACKUP_RESTORE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_OPTION_CREATE_LINK	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_OPTION_NON_VOLATILE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_OPTION_OPEN_LINK	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_OPTION_RESERVED	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_OPTION_VOLATILE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_QWORD	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_QWORD_LITTLE_ENDIAN	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_REFRESH_HIVE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_RESOURCE_LIST	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_RESOURCE_REQUIREMENTS_LIST	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_SZ	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	REG_WHOLE_HIVE_VOLATILE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	STANDARD_RIGHTS_READ	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Constants	::	STANDARD_RIGHTS_WRITE	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Error	#	code	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::Error	::	FormatMessageA	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::PredefinedKey	#	class	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::PredefinedKey	#	close	defined	unmeasured(skipped-lib)
win32/registry	stdlib	Win32::Registry::PredefinedKey	.	new	defined	unmeasured(skipped-lib)
win32/resolv	stdlib	Win32::Resolv	.#	get_hosts_path	defined	unmeasured(skipped-lib)
win32/resolv	stdlib	Win32::Resolv	.#	get_resolv_info	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	[]	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	[]=	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	_getproperty	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	_invoke	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	_setproperty	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	each	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	invoke	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	method_missing	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_activex_initialize	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_free	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_func_methods	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_get_methods	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_method	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_method_help	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_methods	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_obj_help	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_put_methods	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_query_interface	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_respond_to?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_type	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	ole_typelib	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	#	setproperty	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	codepage	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	codepage=	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	connect	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	const_load	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	create_guid	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	locale	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	locale=	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	new	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	ole_free	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	ole_reference_count	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	.	ole_show_help	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	ARGV	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	CP_ACP	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	CP_MACCP	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	CP_OEMCP	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	CP_SYMBOL	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	CP_THREAD_ACP	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	CP_UTF7	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	CP_UTF8	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	LOCALE_SYSTEM_DEFAULT	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	LOCALE_USER_DEFAULT	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE	::	VERSION	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_ARRAY	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_BOOL	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_BSTR	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_BYREF	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_CY	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_DATE	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_DISPATCH	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_EMPTY	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_ERROR	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_I1	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_I2	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_I4	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_INT	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_NULL	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_PTR	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_R4	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_R8	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_UI1	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_UI2	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_UI4	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_UINT	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_UNKNOWN	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_USERDEFINED	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE::VARIANT	::	VT_VARIANT	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_EVENT	#	handler	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_EVENT	#	handler=	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_EVENT	#	off_event	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_EVENT	#	on_event	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_EVENT	#	on_event_with_outargs	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_EVENT	#	unadvise	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_EVENT	.	message_loop	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_EVENT	.	new	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	dispid	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	event?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	event_interface	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	helpcontext	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	helpfile	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	helpstring	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	invkind	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	invoke_kind	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	name	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	offset_vtbl	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	params	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	return_type	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	return_type_detail	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	return_vtype	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	size_opt_params	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	size_params	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	to_s	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	#	visible?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_METHOD	.	new	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	#	default	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	#	input?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	#	name	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	#	ole_type	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	#	ole_type_detail	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	#	optional?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	#	output?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	#	retval?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	#	to_s	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_PARAM	.	new	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_RECORD	#	inspect	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_RECORD	#	method_missing	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_RECORD	#	ole_instance_variable_get	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_RECORD	#	ole_instance_variable_set	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_RECORD	#	to_h	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_RECORD	#	typename	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_RECORD	.	new	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	default_event_sources	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	default_ole_types	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	guid	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	helpcontext	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	helpfile	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	helpstring	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	implemented_ole_types	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	inspect	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	major_version	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	minor_version	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	name	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	ole_methods	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	ole_type	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	ole_typelib	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	progid	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	source_ole_types	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	src_type	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	to_s	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	typekind	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	variables	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	#	visible?	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	.	new	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	.	ole_classes	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	.	progids	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPE	.	typelibs	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	guid	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	library_name	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	major_version	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	minor_version	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	name	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	ole_classes	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	ole_types	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	path	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	to_s	defined	unmeasured(skipped-lib)
win32ole	stdlib	WIN32OLE_TYPELIB	#	version	defined	unmeasured(skipped-lib)
