lib	scope	class	kind	name	vis	category	feature	3.0	3.1	3.2	3.3	3.4	4.0	4.1	pattern	first_present
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_20_30?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_20_31?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_20_32?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_20_33?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_20_34?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_20_3?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_20_40?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_20_41?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_20_4?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21?	pub	UNDOC(class-undoc)	bundler/current_ruby	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_18?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_19?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_1?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_20?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_21?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_22?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_23?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_24?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_25?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_26?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_27?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_2?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_30?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_31?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_32?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_33?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_34?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_3?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_40?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_41?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_21_4?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22?	pub	UNDOC(class-undoc)	bundler/current_ruby	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_18?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_19?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_1?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_20?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_21?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_22?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_23?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_24?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_25?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_26?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_27?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_2?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_30?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_31?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_32?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_33?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_34?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_3?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_40?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_41?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_22_4?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23?	pub	UNDOC(class-undoc)	bundler/current_ruby	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_18?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_19?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_1?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_20?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_21?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_22?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_23?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_24?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_25?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_26?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_27?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_2?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_30?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_31?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_32?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_33?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_34?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_3?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_40?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_41?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_23_4?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24?	pub	UNDOC(class-undoc)	bundler/current_ruby	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_18?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_19?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_1?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_20?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_21?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_22?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_23?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_24?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_25?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_26?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_27?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_2?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_30?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_31?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_32?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_33?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_34?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_3?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_40?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_41?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_24_4?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25?	pub	UNDOC(class-undoc)	bundler/current_ruby	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_18?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_19?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_1?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_20?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_21?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_22?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_23?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_24?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_25?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_26?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_27?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_2?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_30?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_31?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_32?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_33?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_34?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_3?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_40?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_41?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_25_4?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26?	pub	UNDOC(class-undoc)	bundler/current_ruby	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_18?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_19?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_1?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_20?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_21?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_22?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_23?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_24?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_25?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_26?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_27?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_2?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_30?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_31?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_32?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_33?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_34?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_3?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_40?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_41?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	-	X	all	4.1
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_26_4?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27?	pub	UNDOC(class-undoc)	bundler/current_ruby	X	X	X	X	X	X	X	all	3.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_18?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_19?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_1?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_20?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_21?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_22?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_23?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_24?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_25?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_26?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_27?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_2?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_30?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_31?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_32?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_33?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_34?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
bundler	stdlib(no-method-docs)	Bundler::CurrentRuby	i	mingw_27_3?	pub	UNDOC(class-undoc)	bundler/current_ruby	-	-	-	-	-	X	X	all	4.0
