1.8.7	File::Stat	i	blksize
1.8.7	File::Stat	i	blockdev?
1.8.7	File::Stat	i	blocks
1.8.7	File::Stat	i	chardev?
1.8.7	File::Stat	i	ctime
1.8.7	File::Stat	i	dev
1.8.7	File::Stat	i	dev_major
1.8.7	File::Stat	i	dev_minor
1.8.7	File::Stat	i	directory?
1.8.7	File::Stat	i	executable?
1.8.7	File::Stat	i	executable_real?
1.8.7	File::Stat	i	file?
1.8.7	File::Stat	i	ftype
1.8.7	File::Stat	i	gid
1.8.7	File::Stat	i	grpowned?
1.8.7	File::Stat	i	ino
1.8.7	File::Stat	i	mode
1.8.7	File::Stat	i	mtime
1.8.7	File::Stat	i	nlink
1.8.7	File::Stat	i	owned?
1.8.7	File::Stat	i	pipe?
1.8.7	File::Stat	i	rdev
1.8.7	File::Stat	i	rdev_major
1.8.7	File::Stat	i	rdev_minor
1.8.7	File::Stat	i	readable?
1.8.7	File::Stat	i	readable_real?
1.8.7	File::Stat	i	setgid?
1.8.7	File::Stat	i	setuid?
1.8.7	File::Stat	i	size
1.8.7	File::Stat	i	size?
1.8.7	File::Stat	i	socket?
1.8.7	File::Stat	i	sticky?
1.8.7	File::Stat	i	symlink?
1.8.7	File::Stat	i	uid
1.8.7	File::Stat	i	writable?
1.8.7	File::Stat	i	writable_real?
1.8.7	File::Stat	i	zero?
1.8.7	File::Stat	s	new
1.8.7	FileTest	m	blockdev?
1.8.7	FileTest	m	chardev?
1.8.7	FileTest	m	directory?
1.8.7	FileTest	m	executable?
1.8.7	FileTest	m	executable_real?
1.8.7	FileTest	m	exist?
1.8.7	FileTest	m	file?
1.8.7	FileTest	m	grpowned?
1.8.7	FileTest	m	identical?
1.8.7	FileTest	m	owned?
1.8.7	FileTest	m	pipe?
1.8.7	FileTest	m	readable?
1.8.7	FileTest	m	readable_real?
1.8.7	FileTest	m	setgid?
1.8.7	FileTest	m	setuid?
1.8.7	FileTest	m	size
1.8.7	FileTest	m	size?
1.8.7	FileTest	m	socket?
1.8.7	FileTest	m	sticky?
1.8.7	FileTest	m	symlink?
1.8.7	FileTest	m	writable?
